policy_number,effective_date,expiration_date,state,county,zip,occupancy,construction,foundation,roof_type,roof_condition,year_built,stories,square_feet,protection_class,alarm_type,flood_zone,distance_to_coast_mi,wildfire_score_0_100,hail_score_0_100,hurricane_score_0_100,crime_index_0_100,prior_claims_5yr,covA_dwelling,covB_other_structures,covC_personal_property,covD_loss_of_use,deductible_all_peril,water_backup_limit,ordinance_or_law_pct,written_premium_total,premium_fire,premium_wind,premium_hail,premium_water,premium_theft_liability,expected_loss,expected_loss_ratio,expense_ratio,target_profit_ratio,indicated_premium,uw_tier
HO2026000827,2023-07-24,2024-07-18,AZ,Marion,51123,Vacant,MobileHome,Crawlspace,Tile,New,1982,1,3269,2,None,VE,10.3,43,41,1,34,0,489000,70000,231000,115000,5000,0,10,3062.65,1354.82,681.44,515.55,612.53,0.0,1571.05,0.513,0.272,0.041,2285.34,Standard
HO2026000828,2021-05-15,2022-05-10,SC,Washington,54483,Vacant,Superior,Slab,AsphaltShingle,New,1943,2,2595,4,Fire,X,39.5,37,70,16,47,1,565000,79000,217000,160000,2000,0,10,5026.74,1903.21,1306.95,1089.13,603.21,124.24,3549.05,0.706,0.359,0.065,6157.17,Standard
HO2026000829,2023-02-21,2024-02-16,MI,Lake,56178,TenantOccupied,MobileHome,Slab,Metal,Poor,1954,1,2072,7,Fire,X,5.2,45,46,18,52,0,283000,38000,191000,65000,1000,25000,10,2587.99,1121.12,685.82,457.21,310.56,13.29,1630.48,0.63,0.25,0.07,2397.98,Standard
HO2026000830,2022-03-28,2023-03-23,MI,Madison,18621,Vacant,Frame,Basement,AsphaltShingle,Fair,1960,1,2592,6,None,X,12.3,62,71,51,40,0,420000,42000,183000,117000,10000,25000,25,2358.94,845.17,819.73,515.03,283.07,0.0,1177.87,0.499,0.273,0.02,1667.77,Standard
HO2026000831,2024-05-10,2025-05-05,NC,Wayne,97989,OwnerOccupied,Frame,Slab,FlatMembrane,Poor,1945,3,1254,8,Fire,VE,20.9,36,42,18,53,1,248000,35000,130000,48000,1000,10000,10,2476.93,752.07,656.39,421.08,495.39,152.0,2050.41,0.828,0.182,0.072,2748.41,Standard
HO2026000832,2025-03-25,2026-03-20,TN,Washington,54540,Vacant,MobileHome,Slab,FlatMembrane,Fair,1985,2,3003,9,Burglar,VE,41.9,36,33,56,37,0,446000,49000,259000,112000,5000,5000,25,4158.96,1675.12,1497.23,644.64,831.79,0.0,2915.78,0.701,0.315,0.088,4887.55,NonStandard
HO2026000833,2021-08-08,2022-08-03,MI,Jefferson,66668,OwnerOccupied,Frame,Crawlspace,WoodShake,Fair,2004,3,1392,8,Fire,VE,17.9,26,46,21,28,0,247000,25000,87000,60000,2000,5000,50,1354.52,673.03,369.11,239.3,270.9,0.0,1180.41,0.871,0.304,0.052,1832.95,Preferred
HO2026000834,2024-12-30,2025-12-25,NJ,Monroe,38487,OwnerOccupied,MobileHome,Slab,Metal,Poor,1947,2,1932,8,BurglarAndFire,AE,9.6,17,51,10,53,0,343000,46000,150000,53000,1000,5000,10,2947.62,1153.93,722.17,545.31,589.52,0.0,2369.12,0.804,0.238,0.098,3570.48,Standard
HO2026000835,2023-12-02,2024-11-26,IL,Benton,54531,TenantOccupied,Frame,Crawlspace,FlatMembrane,Fair,2020,2,2157,5,Fire,AE,34.3,21,79,1,52,0,505000,68000,182000,84000,1000,10000,25,2367.19,1005.85,526.7,520.78,473.44,0.0,1315.09,0.556,0.361,0.047,2223.35,Preferred
HO2026000836,2022-06-13,2023-06-08,NY,Lake,85167,TenantOccupied,Superior,Slab,Tile,Good,1977,1,2012,2,BurglarAndFire,VE,56.5,51,19,0,42,0,639000,68000,366000,133000,5000,0,25,1499.37,725.34,329.86,197.42,299.87,0.0,1046.91,0.698,0.281,0.063,1596.77,Preferred
HO2026000837,2024-11-17,2025-11-12,TX,Clay,85503,Vacant,Superior,Crawlspace,Metal,New,1961,2,3477,4,Fire,AE,3.0,56,88,0,81,0,867000,89000,430000,160000,1000,0,10,6746.88,2358.14,1484.31,1484.31,1349.38,70.74,2024.06,0.3,0.297,0.059,3141.88,Standard
HO2026000838,2024-02-09,2025-02-03,AZ,Franklin,24499,TenantOccupied,Masonry,Piers,Metal,Fair,2010,1,1389,1,Fire,X,58.1,47,45,2,56,0,166000,16000,106000,28000,5000,0,10,488.59,154.89,109.93,85.5,58.63,79.64,313.48,0.642,0.273,0.085,488.69,Preferred
HO2026000839,2021-06-05,2022-05-31,GA,Monroe,92416,OwnerOccupied,Frame,Crawlspace,WoodShake,New,2003,1,1641,1,None,X,10.9,33,47,61,38,1,365000,48000,226000,108000,1000,0,25,2153.74,904.97,802.27,384.08,258.45,0.0,1264.09,0.587,0.352,0.065,2166.48,Standard
HO2026000840,2021-09-12,2022-09-07,PA,Union,44601,Vacant,Superior,Piers,FlatMembrane,Good,2015,3,2372,3,Fire,X,42.8,41,24,12,30,0,576000,48000,375000,132000,2000,0,10,1668.46,589.56,417.12,233.58,200.22,227.99,920.11,0.551,0.256,0.065,1355.12,Preferred
HO2026000841,2021-04-11,2022-04-06,NJ,Lake,45745,Vacant,Frame,Crawlspace,WoodShake,New,1946,2,1977,4,Fire,VE,45.9,65,19,18,56,0,377000,33000,222000,57000,1000,0,10,2253.12,943.72,597.08,296.66,450.62,0.0,1002.11,0.445,0.305,0.038,1525.46,Standard
HO2026000842,2024-12-27,2025-12-22,MI,Lincoln,50334,TenantOccupied,Frame,Slab,FlatMembrane,New,2013,1,1627,4,None,VE,21.3,42,72,35,28,0,301000,37000,219000,84000,2500,0,10,1149.62,509.12,353.51,252.92,229.92,0.0,665.3,0.579,0.234,0.079,968.77,Standard
HO2026000843,2022-07-20,2023-07-15,MA,Wayne,30013,SecondarySeasonal,MobileHome,Basement,WoodShake,Poor,1942,2,2356,8,None,VE,18.1,0,45,22,32,1,207000,22000,134000,61000,10000,5000,10,2847.32,1077.77,783.01,498.28,569.46,0.0,1310.88,0.46,0.277,0.076,2027.54,Standard
HO2026000844,2023-11-07,2024-11-01,CA,Clay,33358,OwnerOccupied,Frame,Basement,WoodShake,Poor,1973,2,2717,3,Fire,AE,7.9,15,38,22,16,0,500000,58000,272000,77000,2000,10000,10,3956.2,1704.84,1087.95,646.18,791.24,0.0,2394.78,0.605,0.308,0.048,3717.51,Preferred
HO2026000845,2022-08-17,2023-08-12,OH,Clay,12949,Vacant,Masonry,Slab,Metal,Poor,1996,2,2592,3,Fire,VE,29.3,55,65,0,56,0,413000,53000,261000,114000,2000,0,10,1673.32,658.25,368.13,348.61,334.66,0.0,1280.59,0.765,0.236,0.071,1849.8,NonStandard
HO2026000846,2025-08-30,2026-08-25,TN,Clay,45589,SecondarySeasonal,MobileHome,Basement,Metal,Good,1970,1,899,10,BurglarAndFire,AE,97.5,48,31,17,58,0,134000,19000,86000,35000,2500,5000,10,870.79,322.36,228.58,132.07,174.16,13.62,609.4,0.7,0.331,0.021,941.19,Standard
HO2026000847,2021-05-03,2022-04-28,IL,Madison,20949,Vacant,Frame,Piers,WoodShake,Poor,1998,2,1905,4,Burglar,VE,78.8,34,43,47,64,1,424000,41000,236000,113000,5000,0,25,2796.07,1336.23,943.67,479.99,559.21,0.0,1843.28,0.659,0.19,0.084,2538.93,NonStandard
HO2026000848,2025-10-28,2026-10-23,MA,Lake,82016,OwnerOccupied,MobileHome,Crawlspace,Tile,New,1960,1,1658,6,Fire,X,25.3,42,43,6,41,0,243000,33000,90000,70000,1000,0,25,1100.62,514.4,258.65,188.94,132.07,6.56,460.7,0.419,0.264,0.037,659.21,Preferred
HO2026000849,2021-08-04,2022-07-30,OH,Wayne,89896,SecondarySeasonal,MobileHome,Basement,Tile,Poor,2007,1,2597,9,BurglarAndFire,X,12.9,21,53,21,13,1,376000,46000,267000,58000,5000,0,25,2676.8,1606.08,729.43,504.13,321.22,0.0,950.11,0.355,0.295,0.061,1476.73,Standard
HO2026000850,2024-02-29,2025-02-23,MI,Monroe,73729,OwnerOccupied,Superior,Basement,FlatMembrane,New,1993,2,2771,1,Fire,AE,95.4,19,29,1,45,0,532000,57000,349000,88000,2000,0,25,1049.35,375.82,233.48,155.65,209.87,74.53,603.12,0.575,0.209,0.066,832.24,Preferred
HO2026000851,2022-11-07,2023-11-02,WA,Wayne,65924,Vacant,Superior,Basement,WoodShake,Fair,2004,2,3318,4,Fire,AE,15.1,60,69,8,42,0,615000,62000,290000,166000,10000,0,50,2594.89,1013.45,622.77,557.9,518.98,0.0,1716.31,0.661,0.272,0.037,2483.81,Standard
HO2026000852,2021-12-27,2022-12-22,TX,Monroe,75503,SecondarySeasonal,Superior,Crawlspace,FlatMembrane,Good,2018,1,1860,2,Burglar,VE,14.7,60,41,100,56,0,335000,29000,199000,89000,5000,0,50,2023.37,794.73,910.52,340.6,404.67,0.0,964.09,0.476,0.232,0.077,1394.82,Standard
HO2026000853,2025-08-12,2026-08-07,PA,Franklin,95566,SecondarySeasonal,Masonry,Crawlspace,WoodShake,Fair,1980,1,2413,2,Fire,AE,18.6,37,44,21,47,0,440000,41000,185000,128000,5000,0,25,1737.16,813.45,473.38,301.11,347.43,0.0,1366.33,0.787,0.246,0.108,2115.76,Preferred
HO2026000854,2024-11-01,2025-10-27,MI,Washington,89062,OwnerOccupied,Frame,Slab,FlatMembrane,New,1977,1,2553,2,Burglar,AE,41.5,33,72,30,78,0,515000,55000,325000,141000,1000,0,10,2134.42,840.93,629.65,469.57,426.88,0.0,1427.62,0.669,0.347,0.076,2473.89,Standard
HO2026000855,2022-02-28,2023-02-23,GA,Greene,59947,Vacant,Frame,Slab,Metal,Poor,2018,1,1319,4,Burglar,X,9.3,30,40,5,39,1,179000,25000,95000,33000,10000,10000,10,1101.42,429.56,256.08,183.57,132.17,100.04,770.1,0.699,0.203,0.062,1046.59,Standard
HO2026000856,2023-11-04,2024-10-29,AZ,Cleveland,96587,OwnerOccupied,Masonry,Crawlspace,FlatMembrane,Good,2015,1,2014,6,BurglarAndFire,VE,52.8,0,22,16,46,1,343000,28000,186000,61000,1000,5000,10,1397.77,648.17,363.42,191.03,279.55,0.0,945.27,0.676,0.305,0.021,1403.47,Preferred
HO2026000857,2024-10-11,2025-10-06,NC,Madison,14757,Vacant,Superior,Piers,Metal,Good,1946,1,2000,1,None,X,25.5,50,40,100,49,1,439000,42000,157000,104000,1000,5000,10,3958.17,1993.33,1781.18,659.69,474.98,0.0,2799.64,0.707,0.206,0.047,3750.53,NonStandard
HO2026000858,2022-07-04,2023-06-29,AZ,Lincoln,42920,TenantOccupied,Superior,Crawlspace,Metal,New,2006,1,1839,6,Burglar,X,376.6,86,10,27,35,0,244000,27000,120000,55000,1000,0,10,985.45,461.33,283.32,114.97,118.25,7.58,656.14,0.666,0.26,0.048,948.02,Preferred
HO2026000859,2021-12-22,2022-12-17,WA,Franklin,44607,OwnerOccupied,Superior,Crawlspace,Metal,Poor,1965,1,3161,4,None,AE,41.7,64,41,35,67,0,531000,61000,199000,147000,5000,5000,10,2330.42,1315.08,716.6,392.29,466.08,0.0,1988.2,0.853,0.216,0.06,2745.75,Standard
HO2026000860,2021-05-01,2022-04-26,MA,Lincoln,39192,TenantOccupied,Superior,Piers,WoodShake,New,1966,2,2492,7,Fire,VE,7.0,46,52,10,51,0,431000,48000,303000,87000,5000,5000,25,2325.3,1055.83,569.7,434.06,465.06,0.0,1209.04,0.52,0.213,0.062,1667.6,Preferred
HO2026000861,2021-08-24,2022-08-19,OR,Washington,86769,TenantOccupied,Frame,Slab,AsphaltShingle,Good,1949,1,1537,1,Fire,AE,4.0,63,41,26,38,0,363000,34000,170000,97000,2000,0,25,1846.83,696.56,526.35,310.88,369.37,0.0,1050.88,0.569,0.26,0.055,1534.33,Standard
HO2026000862,2023-08-08,2024-08-02,WA,Greene,83992,OwnerOccupied,Superior,Crawlspace,AsphaltShingle,Good,1993,2,2113,8,Burglar,X,65.0,0,65,12,42,0,411000,52000,184000,78000,1000,10000,10,1672.63,722.95,418.16,348.46,200.72,0.0,1099.34,0.657,0.224,0.057,1528.73,Preferred
HO2026000863,2025-01-07,2026-01-02,PA,Wayne,97980,Vacant,Frame,Slab,FlatMembrane,Good,1996,1,2087,3,None,VE,15.1,11,53,34,53,0,323000,28000,212000,68000,2000,0,25,1598.19,756.62,487.45,300.99,319.64,0.0,832.65,0.521,0.324,0.073,1380.71,Standard
HO2026000864,2021-11-04,2022-10-30,VA,Jackson,81107,TenantOccupied,Frame,Basement,FlatMembrane,Good,1975,1,1896,10,None,AE,26.7,13,6,22,35,0,312000,37000,168000,90000,2500,10000,10,1877.97,958.85,516.44,206.58,375.59,0.0,1148.98,0.612,0.33,0.049,1851.4,Preferred
HO2026000865,2021-08-24,2022-08-19,MI,Greene,83638,TenantOccupied,Superior,Crawlspace,Metal,Good,1975,1,3314,7,Burglar,AE,17.2,0,54,13,22,0,959000,110000,656000,165000,2000,0,10,3485.77,1469.01,880.16,662.3,697.15,0.0,2733.83,0.784,0.216,0.057,3758.0,Preferred
HO2026000866,2024-01-26,2024-07-24,MA,Union,37898,Vacant,Masonry,Slab,AsphaltShingle,Good,1962,1,2249,3,Fire,VE,18.0,25,10,13,45,0,517000,67000,370000,108000,1000,0,25,2909.93,1234.1,734.76,339.49,581.99,19.6,1706.19,0.586,0.387,0.081,3207.0,Standard
HO2026000867,2023-08-17,2024-08-11,PA,Marion,82330,TenantOccupied,Frame,Basement,Tile,Poor,1966,1,1719,3,BurglarAndFire,X,10.3,12,51,37,40,0,296000,32000,113000,65000,2500,0,25,1281.36,561.87,400.43,237.05,153.76,0.0,783.68,0.612,0.301,0.067,1241.16,Preferred
HO2026000868,2022-07-25,2023-07-20,NC,Wayne,10238,SecondarySeasonal,Frame,Slab,WoodShake,New,1965,1,1143,1,None,X,55.1,56,55,11,32,0,148000,15000,96000,28000,2500,10000,25,1109.23,338.07,274.54,212.6,133.11,150.92,739.63,0.667,0.275,0.056,1105.12,Preferred
HO2026000869,2025-01-05,2025-12-31,NJ,Madison,88883,TenantOccupied,Masonry,Slab,AsphaltShingle,Poor,1982,1,2806,7,Fire,AE,1.4,33,20,15,68,0,606000,75000,421000,156000,10000,0,25,2793.35,1137.02,719.29,372.45,558.67,5.93,1742.86,0.624,0.292,0.049,2646.53,Standard
HO2026000870,2022-05-21,2023-05-16,CA,Marion,45304,SecondarySeasonal,Superior,Crawlspace,WoodShake,Good,1965,2,2950,7,BurglarAndFire,VE,141.6,100,7,21,41,0,602000,86000,324000,105000,2500,25000,10,4553.06,1863.3,1240.71,508.42,910.61,30.01,2403.53,0.528,0.279,0.054,3601.88,Standard
HO2026000871,2025-05-07,2026-05-02,CA,Jefferson,99568,OwnerOccupied,MobileHome,Piers,Tile,Fair,2009,1,600,3,Fire,X,77.4,64,30,12,33,0,104000,15000,64000,23000,5000,10000,25,602.39,244.14,150.6,90.36,72.29,45.01,349.08,0.579,0.278,0.073,537.36,Preferred
HO2026000872,2022-12-03,2023-11-28,SC,Monroe,95502,SecondarySeasonal,Frame,Slab,WoodShake,Good,1987,1,1781,4,None,VE,237.5,55,30,0,42,0,348000,46000,248000,76000,2000,10000,50,2090.09,963.1,459.82,313.51,418.02,0.0,855.37,0.409,0.237,0.068,1231.04,Preferred
HO2026000873,2022-10-24,2023-10-19,WA,Benton,34599,SecondarySeasonal,MobileHome,Piers,Metal,New,1995,2,1854,5,Burglar,AE,3.9,0,33,15,40,0,221000,27000,149000,58000,2000,5000,25,1055.3,525.48,271.74,163.57,211.06,0.0,707.66,0.671,0.256,0.049,1018.89,Preferred
HO2026000874,2022-01-13,2023-01-08,GA,Lincoln,54700,SecondarySeasonal,Masonry,Slab,WoodShake,New,2017,2,1228,7,Burglar,AE,5.5,33,46,83,61,0,278000,37000,194000,62000,1000,10000,25,1920.9,1004.15,821.18,339.36,384.18,0.0,1594.98,0.83,0.325,0.049,2549.36,Standard
HO2026000875,2025-08-30,2026-08-25,NC,Greene,22610,SecondarySeasonal,Masonry,Slab,Metal,New,2024,1,3069,3,BurglarAndFire,VE,16.1,17,49,0,24,0,405000,36000,147000,79000,1000,10000,10,1482.67,591.15,326.19,269.35,296.53,0.0,973.62,0.657,0.327,0.075,1629.37,Preferred
HO2026000876,2025-01-15,2026-01-10,CA,Washington,77311,Vacant,Superior,Crawlspace,FlatMembrane,Fair,1969,3,1906,5,None,AE,7.1,7,26,17,56,0,433000,55000,324000,65000,1000,0,50,3616.09,1391.42,949.22,518.31,723.22,33.93,1922.46,0.532,0.287,0.083,3049.48,Standard
HO2026000877,2021-11-22,2022-11-17,MI,Cleveland,23839,SecondarySeasonal,MobileHome,Crawlspace,AsphaltShingle,New,1962,1,2329,2,BurglarAndFire,X,92.0,37,28,0,50,0,337000,32000,237000,98000,1000,5000,10,1417.91,531.53,311.94,207.96,170.15,196.33,1143.77,0.807,0.185,0.086,1567.4,Preferred
HO2026000878,2021-11-01,2022-10-27,NY,Madison,21903,TenantOccupied,Masonry,Basement,Tile,Poor,1985,2,3343,3,Fire,VE,19.4,37,19,8,29,0,539000,75000,277000,102000,1000,0,25,2156.18,935.82,517.48,283.9,431.24,0.0,1529.36,0.709,0.247,0.035,2132.15,Preferred
HO2026000879,2022-11-13,2023-11-08,FL,Greene,97778,OwnerOccupied,MobileHome,Piers,Tile,Good,1995,3,3020,4,BurglarAndFire,AE,7.8,22,18,28,37,0,447000,46000,201000,109000,5000,0,25,3547.51,1641.74,1028.78,461.18,709.5,0.0,2888.67,0.814,0.297,0.056,4466.21,Preferred
HO2026000880,2024-10-30,2025-10-25,PA,Monroe,83570,OwnerOccupied,MobileHome,Slab,Metal,Poor,1940,2,2460,3,None,AE,56.6,38,55,33,52,0,266000,21000,139000,46000,2000,0,10,1699.34,497.68,514.05,325.71,339.87,22.04,1290.09,0.759,0.235,0.037,1773.85,Standard
HO2026000881,2024-05-23,2025-05-18,SC,Lake,91025,Vacant,Superior,Slab,AsphaltShingle,Poor,1945,1,1630,5,None,X,32.1,56,52,34,19,1,391000,47000,201000,64000,5000,0,10,3991.37,1457.95,1217.37,745.06,478.96,92.03,2922.83,0.732,0.365,0.055,5039.17,NonStandard
HO2026000882,2023-02-08,2024-02-03,IL,Lincoln,21329,TenantOccupied,Frame,Crawlspace,WoodShake,Good,1950,1,2262,3,BurglarAndFire,AE,14.8,10,29,5,10,0,458000,59000,248000,116000,1000,10000,10,2386.42,965.27,554.84,353.99,477.28,35.04,1015.1,0.425,0.333,0.07,1699.65,Preferred
HO2026000883,2025-06-08,2026-06-03,MI,Jefferson,82753,SecondarySeasonal,MobileHome,Basement,Metal,Good,1976,1,2558,1,None,X,494.4,40,47,57,31,0,374000,44000,132000,57000,5000,0,25,1694.26,590.13,614.17,302.14,203.31,0.0,1112.7,0.657,0.329,0.061,1823.38,Preferred
HO2026000884,2023-05-10,2024-05-04,AZ,Wayne,31643,TenantOccupied,Frame,Crawlspace,FlatMembrane,New,1971,2,3253,4,BurglarAndFire,X,20.3,38,46,2,65,0,620000,61000,321000,167000,5000,0,50,2666.01,998.68,599.85,470.99,319.92,276.56,2077.79,0.779,0.249,0.029,2875.2,Preferred
HO2026000885,2025-03-09,2026-03-04,AZ,Benton,32321,Vacant,MobileHome,Slab,Metal,Fair,1999,2,3814,6,None,AE,68.5,55,42,17,46,0,385000,49000,158000,89000,2000,0,25,2923.23,1014.6,767.35,496.95,584.65,59.68,1891.88,0.647,0.27,0.081,2917.8,Standard
HO2026000886,2024-03-08,2025-03-03,CA,Union,49865,OwnerOccupied,Masonry,Piers,Metal,Fair,2018,2,2391,4,Burglar,X,12.4,60,61,53,38,0,452000,60000,309000,95000,2500,0,25,2473.65,885.31,871.96,498.85,296.84,0.0,1491.95,0.603,0.323,0.078,2490.37,Preferred
HO2026000887,2025-03-06,2026-03-01,NC,Greene,46116,OwnerOccupied,Masonry,Crawlspace,WoodShake,Fair,1990,1,2448,2,BurglarAndFire,VE,41.1,51,58,18,60,0,226000,25000,144000,62000,1000,0,10,1002.17,320.14,265.58,197.09,200.43,18.93,665.43,0.664,0.277,0.088,1047.61,Standard
HO2026000888,2024-04-02,2025-03-28,NJ,Greene,84562,Vacant,Masonry,Slab,AsphaltShingle,Good,1996,2,3436,1,BurglarAndFire,VE,6.7,51,46,10,51,0,431000,59000,257000,87000,2000,0,25,1731.49,573.44,424.21,305.9,346.3,81.64,975.55,0.563,0.18,0.077,1312.38,Standard
HO2026000889,2024-12-24,2025-12-19,FL,Jefferson,70007,SecondarySeasonal,Frame,Crawlspace,FlatMembrane,New,1946,2,3021,9,None,AE,26.9,41,31,0,53,0,534000,56000,278000,132000,5000,5000,10,5518.94,2030.55,1214.17,837.04,1103.79,333.4,3889.85,0.705,0.271,0.02,5482.89,Preferred
HO2026000890,2021-04-23,2022-04-18,PA,Clay,73870,SecondarySeasonal,Superior,Crawlspace,AsphaltShingle,Poor,2008,2,1704,4,BurglarAndFire,VE,132.8,25,70,35,39,0,394000,57000,279000,108000,5000,0,25,1102.04,457.68,338.88,238.77,220.41,0.0,899.52,0.816,0.239,0.059,1280.71,Standard
HO2026000891,2022-12-11,2023-12-06,IL,Greene,41351,TenantOccupied,Masonry,Piers,FlatMembrane,Good,1976,2,3018,7,BurglarAndFire,AE,16.9,65,17,12,42,0,441000,53000,294000,80000,5000,10000,10,1765.51,739.9,441.38,226.57,353.1,4.56,1129.55,0.64,0.328,0.059,1843.17,Preferred
HO2026000892,2021-02-14,2022-02-09,NJ,Franklin,92430,OwnerOccupied,Masonry,Basement,Tile,Poor,2018,1,1615,7,BurglarAndFire,VE,9.5,7,28,1,51,0,286000,37000,136000,57000,2000,5000,50,1080.38,339.53,240.39,158.46,216.08,125.93,575.5,0.533,0.214,0.042,774.18,Preferred
HO2026000893,2023-06-01,2024-05-26,OH,Madison,39994,SecondarySeasonal,Frame,Basement,Metal,Poor,1960,1,1287,8,Burglar,X,26.6,19,50,34,60,0,241000,33000,124000,67000,5000,0,25,1216.86,641.25,371.14,223.09,146.02,0.0,604.55,0.497,0.18,0.087,825.11,Preferred
HO2026000894,2024-06-10,2025-06-05,TN,Jackson,37792,TenantOccupied,Masonry,Crawlspace,FlatMembrane,Fair,1988,2,3388,3,,VE,29.1,42,31,29,67,1,572000,51000,218000,130000,5000,10000,25,3765.72,1567.77,1101.47,571.13,753.14,0.0,1696.93,0.451,0.245,0.048,2398.86,Standard
HO2026000895,2024-04-05,2025-03-31,OR,Washington,87144,SecondarySeasonal,Masonry,Slab,WoodShake,New,1998,1,3040,3,Fire,X,22.6,62,42,56,56,0,557000,63000,358000,89000,5000,5000,10,2254.48,979.86,811.61,383.26,270.54,0.0,1280.34,0.568,0.291,0.05,1941.49,Preferred
HO2026000896,2025-06-21,2026-06-16,MA,Union,38912,TenantOccupied,Frame,Basement,FlatMembrane,New,1961,2,930,7,Burglar,VE,28.2,4,15,22,35,0,197000,28000,85000,48000,5000,5000,25,1030.09,472.09,283.28,128.76,206.02,0.0,561.25,0.545,0.336,0.027,881.13,Preferred
HO2026000897,2022-07-12,2023-01-08,CA,Grant,47541,SecondarySeasonal,Superior,Slab,Tile,Good,1948,1,3108,6,None,AE,58.6,0,57,45,41,0,542000,52000,204000,103000,10000,5000,10,2299.94,1070.12,764.73,448.49,459.99,0.0,1537.52,0.669,0.232,0.086,2254.58,Preferred
HO2026000898,2023-04-08,2024-04-02,AZ,Lake,26690,SecondarySeasonal,MobileHome,Basement,WoodShake,Good,1972,2,1594,7,Fire,X,66.3,52,15,22,51,0,208000,21000,115000,37000,2500,0,25,1583.76,501.54,435.53,197.97,190.05,258.67,1069.61,0.675,0.198,0.084,1490.1,Preferred
HO2026000899,2025-12-01,2026-05-30,TX,Jackson,28616,Vacant,Frame,Crawlspace,Metal,Good,1984,2,2727,6,Fire,X,7.6,18,59,24,66,0,478000,52000,215000,103000,2000,5000,10,4564.57,2128.97,1278.08,905.31,547.75,0.0,2796.6,0.613,0.295,0.058,4320.74,Standard
HO2026000900,2022-12-20,2023-12-15,NC,Lake,75813,Vacant,Frame,Basement,FlatMembrane,Fair,1965,2,803,9,Burglar,AE,7.8,78,34,29,34,1,190000,28000,142000,42000,1000,10000,50,3149.66,1153.55,921.28,493.45,629.93,0.0,1985.88,0.631,0.35,0.032,3213.06,NonStandard
HO2026000901,2025-03-15,2026-03-10,FL,Lake,98643,SecondarySeasonal,Masonry,Crawlspace,Tile,Fair,1952,1,1417,9,BurglarAndFire,VE,13.2,62,24,76,10,1,204000,23000,136000,54000,5000,0,25,2360.09,1032.2,967.64,330.41,472.02,0.0,1874.39,0.794,0.348,0.052,3122.66,Standard
HO2026000902,2021-12-29,2022-06-27,SC,Cleveland,43229,TenantOccupied,MobileHome,Piers,Metal,Poor,1951,3,996,9,Fire,AE,71.6,80,26,30,34,1,93000,8000,62000,18000,1000,0,50,1274.59,614.09,376.0,182.69,254.92,0.0,1050.96,0.825,0.212,0.072,1466.74,NonStandard
HO2026000903,2021-10-27,2022-10-22,TN,Lincoln,74989,TenantOccupied,MobileHome,Piers,AsphaltShingle,Poor,1980,1,1981,10,BurglarAndFire,AE,24.3,27,46,0,48,0,218000,20000,117000,44000,5000,0,10,1550.6,749.01,341.13,273.94,310.12,0.0,780.1,0.503,0.284,0.067,1201.77,Standard
HO2026000904,2022-02-12,2023-02-07,VA,Franklin,75402,TenantOccupied,Superior,Crawlspace,Metal,Poor,1947,2,3123,3,BurglarAndFire,AE,19.2,41,32,10,67,0,746000,65000,469000,196000,2500,0,10,3431.63,1408.51,840.75,526.18,686.33,0.0,1379.15,0.402,0.386,0.06,2488.86,Standard
HO2026000905,2023-05-31,2024-05-25,PA,Franklin,46388,Vacant,Masonry,Crawlspace,FlatMembrane,New,2002,1,2544,3,None,AE,18.3,19,44,21,46,1,715000,63000,376000,119000,1000,5000,10,4621.08,1892.29,1259.25,800.99,924.22,0.0,2754.46,0.596,0.24,0.114,4259.16,Standard
HO2026000906,2024-07-10,2025-07-05,MA,Jackson,12994,TenantOccupied,Superior,Basement,AsphaltShingle,Good,1944,1,2584,5,Fire,VE,14.4,29,32,21,38,0,713000,102000,453000,190000,2000,25000,25,3114.17,1255.26,848.61,477.51,622.83,0.0,1306.48,0.42,0.274,0.04,1905.29,Preferred
HO2026000907,2024-09-07,2025-09-02,IL,Monroe,58269,OwnerOccupied,Frame,Basement,AsphaltShingle,New,2000,1,2013,7,None,VE,18.6,45,53,25,73,1,430000,40000,258000,92000,1000,0,10,2015.83,740.06,569.47,379.65,403.17,0.0,1105.42,0.548,0.279,0.065,1684.5,Standard
HO2026000908,2025-11-11,2026-11-06,NC,Jackson,98822,Vacant,Masonry,Slab,FlatMembrane,Fair,1988,1,2106,4,Fire,X,5.6,37,59,72,40,0,397000,32000,192000,74000,5000,0,10,2275.54,1143.43,910.22,451.32,273.07,0.0,1918.0,0.843,0.318,0.059,3076.35,Standard
HO2026000909,2025-12-20,2026-12-15,NY,Monroe,84363,Vacant,Frame,Slab,WoodShake,New,2025,2,2350,7,Fire,VE,13.0,13,70,30,61,0,479000,68000,245000,140000,1000,5000,10,2554.69,1173.13,753.63,553.52,510.94,0.0,1913.59,0.749,0.275,0.075,2945.54,Standard
HO2026000910,2023-11-05,2024-10-30,AZ,Jefferson,86499,Vacant,Masonry,Crawlspace,Tile,Good,1956,2,2591,7,Fire,AE,57.6,75,3,1,37,0,553000,66000,257000,109000,2000,5000,25,3235.51,1510.54,719.9,339.73,647.1,18.24,970.65,0.3,0.317,0.077,1603.53,Standard
HO2026000911,2024-10-15,2025-10-10,IL,Monroe,24987,SecondarySeasonal,Superior,Crawlspace,Tile,Fair,1988,2,3167,9,Fire,AE,21.2,19,40,5,55,1,621000,58000,429000,155000,5000,10000,50,3747.59,1500.08,871.31,624.6,749.52,2.08,1821.0,0.486,0.373,0.069,3266.89,Standard
